,MITRA,MITRA KERJA SAMA,JENIS KERJASAMA,SIGN,NOMOR,SIGN,NOMOR,MASA BERLAKU,MULAI,BERLAKU HINGGA,STATUS,DOKUMEN,
2022,Universitas,Fakultas Pertanian UGM,Perjanjian Kerja Sama,Plt. Kepala PP Kejawanan DJPT,47/PPNK/HK.320/1/2022,Dekan Faperta UGM,13/UN1/FPN/HK/1/2022,5,1/7/2022,1/7/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1kyot_I3unGK7wUoCe380QF0y27l3a3nP/view?usp=share_link
2022,K/L,Kemenkominfo,Nota Kesepahaman,MKP,09/MEN-KP/KB/XI/2022,Menkominfo,09/MEN-KP/KB/XI/2022,3,11/22/2022,11/22/2025,Berlaku,Dokumen, https://drive.google.com/file/d/151Uu4i3wn_QyJiqr68gG8Asr-EVYf_AZ/view?usp=share_link
2022,Ormas Asing,Marine Steward Council,Memorandum Saling Pengertian,Sekjen KKP,,Regional Director Asia Pacific,,3,10/17/2022,10/17/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1XOGsM4XdemffQT_Ak_uOC9Xld4jAxLUn/view?usp=share_link
2022,Universitas,Fakultas Hukum Universitas Diponegoro,Perjanjian Kerja Sama,Sekjen KKP,04/SJ/KKP/PKS/X/2022,Dekan FH Undip,08/UN7.F1/KS/X/2022,3,10/14/2022,10/14/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1HHPKDy2jfVJUK7Q9RwRXoswA0MXvdoVf/view?usp=share_link
2022,Pemda,Pemprov KalBar,Nota Kesepakatan,Gubernur,97/NK-PEM/2022,Dirjen PSDKP,01/PSDKP/KKP/KB/VII/2022,3,7/29/2022,7/29/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1qqAgquiuFjpcjewmXY-NcWwUCWMTtevF/view?usp=drive_link
2022,Universitas,LPPM Universitas Bengkulu,Perjanjian Kerja Sama,Ka. Loka PSPL Serang - Ditjen PRL,976/LPSPL.2/PRL/KKP/PKS/IV/2022,Kepala PLPPM Univ. Bengkulu,921/UN30.15/KS/2022,3,4/6/2022,4/6/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1Sgii8PsBdTNsPxFV7CHfwspLGuzPkTQZ/view?usp=share_link
2022,BUMN,PT Bank Negara Indonesia (Persero) TBK,Perjanjian Kerja Sama,Sekjen KKP,05/SJ/KKP/PKS/XI/2022,Direktur Institutional Banking PT BNI,DIR/1044,3,11/21/2022,,Berlaku,Dokumen,https://drive.google.com/file/d/1RKpEINqbiGHGJBZMrYBxiwuGNOnMcl94/view?usp=share_link
2023,Ormas,Yayasan Pesisir Lestari,Kesepakatan Bersama,Dirjen PKRL,02/SJ/KKP/KB/XI/2023,Ketua Yayasan Pesisir Lestari,017/KB/YPL/XI/2013,5,11/27/2023,11/27/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1CRLF67IYm7WphabUlbIgzxdBgmQcjXQg/view?usp=drive_link
2023,K/L,BPOM,Nota Kesepahaman,MKP,06/MEN-KP/KB/VII/2023,Kepala BPOM,KS.01.01.1.2.07.03.23,5,7/3/2023,7/3/2028,Berlaku,Dokumen,https://drive.google.com/file/d/163Jb5FQS9xvRtlhjFsrwkEY2-hPonfoC/view?usp=drive_link
2023,K/L,Badan Inteljen Nasional,Nota Kesepahaman,MKP,05/MEN-KP/KB/IV/2023,Kepala BIN,MoU-03/IV/2023,5,4/3/2023,4/3/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1zTDqHphJ82GGfjmrUba4Hp_HBbkgHzT_/view?usp=share_link
2023,K/L,"Kemenko Marves
Kemen ESDM
KKP
Kemenhub
Kemen PPN/BAPPENAS
TNI
BMG
BIG
BRIN",Nota Kesepahaman,MKP,04/MEN-KP/KB/IV/2023,"Menko Marves
Men ESDM
Men KKP
Menhub
Men Bappenas
Panglima TNI
Kepala BMKG
Kepala BIG
Kepala BRIN","2/NKB/MARVES/2023
1.Pj/KS.01/MEM.S/2023
04/MEN-KP/KB/III/2023
PJ 129 Tahun 2023
NK 01/M.PPN/03/2023
NK/2/11/2023/TNI
MoU/002/KB/DN/11/2023
1/KA-BIG/HK.01.03/3/2023
26/1/KS/03/2023",5,3/13/2023,3/13/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1syW5m5TklTkbi6-7fM2siqpewS_TjB6D/view?usp=share_link
2023,BUMN,PT Bank Rakyat Indonesia,Kesepakatan Bersama,MKP,03/MEN-KP/K/III/2023,Dirut PT BRI,B.0446-DIR/INS/03/2023,5,3/6/2023,3/6/2028,Berlaku,Dokumen,https://drive.google.com/file/d/12qsTzZK2todQb6vHcx55U-XlMauSW0Zx/view?usp=share_link
2023,Ormas,IKA UNDIP,Kesepakatan Bersama,MKP,02/MEN-KP/KB/II/2023,Ketua Umum IKA UNDIP,05/MOU-DPP IKA UNDIP/II/2023,5,2/25/2023,2/25/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1dpyB4_FFmF23RARKrz4sY58LLNNJpwnH/view?usp=share_linkDokumen
2023,Pemda,"Dinas Ketahanan Pangan, Kelautan dan Pertanian, PemProv DKI",Perjanjian Kerja Sama,"Kadis Ketahanan Pangan, Kelautan dan Pertanian, Pemprov DKI",986/LI.15.00,Sesditjen PSDKP,01/DJPSDKP/KKP/PKS/II/2023,5,2/17/2023,2/17/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1r_3iV9VxoTulPyme-nNnOQojeZ1wpRol/view?usp=drive_link
2023,Pemda,Pemkab Wakatobi,Perjanjian Kerja Sama,Dirjen PB,04/DJPB/KKP/PKS/VIII/2023,Bupati Wakatobi,420/PKS/11/PEMKAB/VIII/2023,3,8/10/2023,8/10/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1zWQX7FeDHre4PJGW3kPALIW9kZvoo0PX/view?usp=drive_link
2023,K/L,Deputi Bidang Perkoperasian KemenkopUKM,Perjanjian Kerja Sama,Plt. Dirjen PT,20/PT/KKP/PKS/VIII/2023,Deputi Bidang Perkoperasian,3/PKS/D.1/VIII/2023,3,8/7/2023,8/7/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1ChJPMaPykM7UWxyZXo226LTAZnJgSO9E/view?usp=drive_link
2023,Pemda,Pemda Wakatobi,Nota Kesepakatan,Dirjen PDS,02/PDSPKP/KKP/PKS/VII/2023,Bupati Wakatobi,420/NK/08/PEMKAB/VII/2023,3,7/18/2023,7/18/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1sCoyLS85G3gk7qiOUMBlpBnUkH4ZrEos/view?usp=drive_link
2023,Pemda,Pemkab Bangka,Nota Kesepakatan,Bupati Bangka,100.3.7/564/DIPERKAN/2023,Ka BKIPM,B.601/BKIPM/KS.310/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1OtrdlYu5vW_roCvzIgOU6dV5bMO6iI16/view?usp=drive_link
2023,Pemda,Pemkab Bangka Selatan,Nota Kesepakatan,Bupati Bangka Selatan,523/01/DPPP/2023,Ka BKIPM,B.603/BKIPM/KS.310/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1OuGfwHLl1PM1WBJhcWCEPKAKcGSUzXyM/view?usp=drive_link
2023,Pemda,Pemkab Bangka Tengah,Nota Kesepakatan,Bupati Bangka Tengah,415.4/26/SETDA.PEM/2023,Ka BKIPM,B.602/BKIPM/KS.310/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1-ywRsZJmOcRi9q03VfzPy1ntVea4Cyd-/view?usp=drive_link
2023,Pemda,Pemkab Belitung Timur,Nota Kesepakatan,Bupati Belitung Timur,007/NK/I/BT/2023,Ka BKIPM,B.606/BKIPM/KS.310/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1eIMRTrhlOdQAUp_UTj5pUAT_mw1tYJO-/view?usp=drive_link
2023,Pemda,Pemkab Belitung,Nota Kesepakatan,Ka BKIPM,B.605/BKIPM/KS.310/VII/2023,Bupati Belitung,181/003/NK/I/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/15pmUia1zHU6A8sSYxtyzWfAm_9O8XI1b/view?usp=drive_link
2023,Pemda,Pemkab Bangka Barat,Nota Kesepakatan,Ka BKIPM,B.604/BKIPM/KS.310/VII/2023,Bupati Bangka Barat,415.4/06/SETDA/II/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1qPKK6GNYkG-PU0hd0HsOwBtwW_9SSLen/view?usp=drive_link
2023,Pemda,Dinas Perikanan Kabupaten Belitung Timur,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.529/PKS-SKIPM.PKP/KS.320/VII/2023,Ka Dinas Perikanan Kabupaten Belitung Timur,KS.300/001/DP-III/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/15FI3Zrn15_Q4p3NKTOM_Dvchj9nrLc-m/view?usp=drive_link
2023,Pemda,Dinas Kelautan dan Perikanan Kota Pangkalpinang,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.524/PKS-SKIPM.PKP/KS.320/VII/2023,Ka Dinas Kelautan dan Perikanan Kota Pangkalpinang,188.3/042/KEP/DKP/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1SkiM5kjc7kXO49YJIa205AVsH8TW9QAN/view?usp=drive_link
2023,Pemda,Dinas Perikanan Kabupaten Belitung,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.526/RK-SKIPM.PKP/KS.320/VII/2023,Ka Dinas Perikanan Kabupaten Belitung ,523/699/Perik-RK/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1UjQB6Yevf7N_CatXLHe1k4OERtzL-11K/view?usp=drive_link
2023,Pemda,Dinas Perikanan Kabupaten Bangka Tengah,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.528/PKS-SKIPM.PKP/KS.320/VII/2023,Ka Dinas Perikanan Kabupaten Bangka Tengah,415.4/354/DIPERKAN/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1sL0vZSifJ_wlM0NkNOi-m0_KlkgcLcQG/view?usp=drive_link
2023,Pemda,"Dinas Pertanian, Pangan, Perikanan Kab Bangka Selatan",Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.525/PKS-SKIPM.PKP/KS.320/VII/2023,"Plt. Ka Dinas Pertanian, Pangan, Perikanan Kab Bangka Selatan",523/02/DPPP/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1c7u4zStAKyTrhBId9cCKSR3vaKk0xI7S/view?usp=drive_link
2023,Pemda,Dinas Perikanan Kabupaten Bangka Barat,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,B.527/PKS-SKIPM.PKP/KS.320/VII/2023,Ka Dinas Perikanan Kabupaten Bangka Barat,000.4.7.2/121/DKP/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1Xuw4joblkywptVbpDpzQTA2Jc8MEr82k/view?usp=drive_link
2023,Pemda,Dinas Perikanan Kabupaten Bangka,Perjanjian Kerja Sama,Ka SKIPM Pangkalpinang,Dokumen,Ka Dinas Perikanan Kabupaten Bangka,523/292/DINPERKAN/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/163yn6G8UwWwIUGXOAoHiCADik06AtiL7/view?usp=drive_link
2023,Pemda,Pemkot Pangkalpinang,Nota Kesepakatan,Walikota Pangkalpinang,10/NK/DKP/VII/2023,Ka BKIPM,B.600/BKIPM/KS.310/VII/2023,3,7/6/2023,7/6/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1bVMKmRfqEjWmNKImss6eLTv8Un7mIYqB/view?usp=drive_link
2023,BUMN,Pertamina Patra Niaga,Perjanjian Kerja Sama,Dirjen PT,01/PT/KKP/PKS/II/2023,Dirut Pertamina Patra Niaga,KTR-009/PNA000000/2023-SO,3,2/2/2023,2/2/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1oBThu56YJ86LEB3XoJjsLHEr6lbFaq8R/view?usp=share_link
2023,K/L,Kemen BUMN,Kesepakatan Bersama,MKP,01/MEN-KP/KB/11/2023,Menteri BUMN,MOU-01/MBU/02/2023,3,2/2/2023,2/2/2026,Berlaku,Dokumen,https://drive.google.com/file/d/1A-FGOQAqzx4P6Hd-QC4-9uUm7INd6Qx3/view?usp=share_link
2023,Ormas,Yayasan Rekam Jejak Alam Nusantara,Perjanjian Kerja Sama,Sekretaris DJPSDKP,02/DJPSDKP/KKP/PKS/III/2023,Ketua Yayasan,47/SPK/YRJAN/III/2023,2,3/1/2023,11/30/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1IlUo539cwr2Dha4Mpao4yqwZ15QZfQG9/view?usp=drive_link
2023,Ormas,GISLI (Gerakan Ingat Selamat Layar Indonesia),Perjanjian Kerja Sama,Dirjen PDS,01/PDSPKP/KKP/PKS/VII/2023,Ketua GISLI,K/014/S01-GSL/EXT-PDSPKP/VII/2023,2,7/6/2023,7/6/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1fu6OiQS2dwLRj6NZVQckq4R_ng5LtqTn/view?usp=drive_link
2023,Ormas,GISLI (Gerakan Ingat Selamat Layar Indonesia),Perjanjian Kerja Sama,Dirjen PDS,01/PDSPKP/KKP/PKS/VII/2023,Ketua GISLI,K/014/S01-GSL/EXT-PDSPKP/VII/2023,2,7/6/2023,7/6/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1fu6OiQS2dwLRj6NZVQckq4R_ng5LtqTn/view?usp=drive_link
2023,Ormas,Perkumpulan Saya Perempuan Anti Korupsi (SPAK),Perjanjian Kerja Sama,Kapuslatluh,26/BRSDMKP/KKP/PKS/VI/2023,Direktur,183/PKS-SPAK/VI/2023,2,6/16/2023,6/16/2025,Berlaku,Dokumen,
2023,Ormas,Perkumpulan Saya Perempuan Anti Korupsi,Perjanjian Kerja Sama,KaPusLatLuhKP,26/BRSDMKP/KKP/PKS/VI/2023,Direktur,183/PKS-SPAK/VI/2023,2,6/16/2023,6/16/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1XLw5A4RY75s2PMtbVlSjQnBwn2LIGuNN/view?usp=drive_link
2023,K/L,Kemenko PMK,Perjanjian Kerja Sama,Asdep Jamsos,002/PKS/DEP.1/KEMENKO/PMK/02/2023,Plt. Kapusdatin,B.693/SJ.7/KS.320/II/2023,2,2/16/2023,2/16/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1LgXZbKhTzmZCgax4leAqTDtlunBHE7iH/view?usp=share_link
2024,K/L,Badan Pengatur Hilir Minyak dan Gas Bumi,Perjanjian Kerja Sama,Sekjen KKP,04/SJ/KKP/PKS/XII/2024,Kepala Badan Pengatur Hilir Minyak dan Gas Bumi,20.Pj/KS.01/BPH/2024,5,12/12/2024,12/12/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1lJ06qRLtc_N2Gh9IQ_sEg8kbUwZNut-Y/view?usp=drive_link
2024,K/L,Kementerian Desa dan Pembangunan Daerah Tertinggal,Kesepakatan Bersama,MDPDT,09/M/HKM.07.01/XI/2024,MKP,18/MEN-KP/KB/XI/2024,5,11/25/2024,11/25/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1eN0Fo--zwj_UlCvMf5FW_ouqSU-ZqH98/view?usp=sharing
2024,Ormas,Yayasan WWF Indonesia,Kesepakatan Bersama,Sekjen KKP,02/SJ/KKP/KB/X/2024,Ketua Badan Pengurus Yayasan WWF Indonesia,158/WWF-ID/LGL-MOU/X/FY25/2024,5,10/18/2024,10/18/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1ZoWccBGTDCLJGRGbSyV659Vo2wkRt9yt/view?usp=sharing
2024,K/L,Badan Keamanan Laut (Bakamla),Kesepakatan Bersama,MKP,13/MEN-KP/KB/X/2024,Kepala Bakamla,KS.01/15/X/2024,5,10/14/2024,10/14/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1KBD9uYZ8eDBHmjWK8NRafcR2_sQGwsZG/view?usp=drive_link
2024,K/L,Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN),Kesepakatan Bersama,MKP,14/MEN-KP/KB/IV/2024,Plt. Kepala BKKBN,20/KSM/G2/2024,5,10/14/2024,10/14/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1tMS6RfpAV4d2QDG9-5m__jGcBMsH8UNd/view?usp=sharing
2024,K/L,Kepolisian Negara Republik Indonesia,Nota Kesepahaman,Kapolri,NK/46/X/2024,MKP,15/MEN-KP/KB/X/2024,5,10/14/2024,10/14/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1ILTV4Fqcbcbn_DjdcSRiL3er0jWRGcJd/view?usp=sharing
2024,Universitas,Universitas Diponegoro,Nota Kesepahaman,MKP,12/MEN-Kp/NK/V/2024,Rektor Universitas Diponegoro,80/UN7.A/KS/2024,5,5/27/2024,5/27/2029,Berlaku,Dokumen,https://drive.google.com/file/d/18kpRu_0IYRuS8vNtSpIXYtB0_o15OPFK/view?usp=drive_link
2024,K/L,BRIN,Nota Kesepahaman,MKP,10/MEN-KP/KB/IV/2024,Ka BRIN,32/I/KS/04/2024,5,4/30/2024,4/30/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1FH7zoKuCZLBoD2u6OjLnNwOLi2v526pT/view?usp=drive_link
2024,K/L,Badan Karantina Indonesia,Kesepakatan Bersama,MKP,11/MEN-KP/KB/IV/2024,Ka Badan Karantina Indonesia,3292/HK.220/A/4/2024,5,4/29/2024,4/29/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1TYBodEzBMyVgwHgL2cl6NTE9l5TjA6d5/view?usp=drive_link
2024,K/L,Kementerian Pekerjaan Umum dan Perumahan Rakyat,Kesepakatan Bersama,MKP,08/MEN-KP/KB/II/2024,Men PUPR,01/PKS/M/2024,5,2/13/2024,2/13/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1CvmRYNL_7U5v8CGOkqN2eW-1cEsSKtbH/view?usp=drive_link
2024,K/L,Kementerian Pertanian,Kesepakatan Bersama,MKP,07/MEN-KP/KB/II/2024,Men Pertanian,01/MoU/HK220/M/02/2024,5,2/13/2024,2/13/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1cYKc4vlBm5iT44NrFOp6RsBRiGbpq7ur/view?usp=drive_link
2024,Universitas,Universitas Syiah Kuala,Kesepakatan Bersama,MKP,06/MEN-KP/KB/II/2024,Rektor Universitas Syiah Kuala,43/UN11/HK.02.03//2024,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1ekvWcJuPOuJz1_0Bn7p1n9hH8c7p2aTe/view?usp=drive_link
2024,K/L,Kementerian Dalam Negeri,Nota Kesepahaman,MKP,01/MEN-KP/KB/II/2024,Menteri Dalam Negeri,500.5.1/653/SJ,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1LE1evabMX9j4mj2S-P5naQBPJPeCvzmC/view?usp=sharing
2024,K/L,Kementerian Agraria dan Tata Ruang/ATR BPN,Nota Kesepahaman,MKP,02/MEN-KP/KB/II/2024,Menteri ATR/BPN,3/SKB-HK.03.01/II/2024,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1d6lZnAoRVRWr1UvTTAFKD3jRnvTocyls/view?usp=sharing
2024,K/L,Badan Pengawasan Keuangan dan Pembangunan )BPKP),Nota Kesepahaman,MKP,03/MEN-KP/KB/II/2024,Kepala BPKP,HK.02/MoU-1/K/D1/2024,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1OKPe7-nMeh42t_eLWNU9kwLx8A9YQhRC/view?usp=sharing
2024,Universitas,Universitas Hasanuddin,Kesepakatan Bersama,MKP,04/MEN-KP/KB/II/2024,Rektor,04360/UN4.1/HK.07/2024,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1I_r578tnDT6d0EPbsyTKWBZ5wmcCWwrn/view?usp=sharing
2024,Universitas,Universitas Brawijaya,Kesepakatan Bersama,MKP,05/MEN-KP/KB/II/2024,Rektor,17.1/UN10.A0406/HK.07.00.2/2024,5,2/5/2024,2/5/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1-BXr8xGdLNQOWk8vsfkyb5jw1wNR6Md0/view?usp=sharing
2024,K/L,Kejaksaan Republik Indonesia,Nota Kesepahaman,MKP,17/MEN-KP/NK/X/2024,Jaksa Agung,9 Tahun 2024,3,10/31/2024,10/31/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1IAv4BFC1ry37RZn0QegPv9ICqoNM3wCT/view?usp=sharing
2024,BUMN,PT Bank Mandiri (PERSERO) Tbk,Nota Kesepahaman,MKP,16/MEN-KP/NK/X/2024,Dirut PT Bank Mandiri (PERSERO) Tbk,DIR.MOU/23.A/2024,3,10/21/2024,10/21/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1Dd3MYViYz6EGHZg03WZ8ctxZ-rewNdic/view?usp=sharing
2024,Universitas,"1. Fakultas Ilmu Budaya, UGM  
2. Fakultas Ilmu Budaya, UI 
3. Fakultas Ilmu Budaya, UnHas",Perjanjian Kerja Sama,Dirjen PKRL,11/DJPKRL/KS.320/VIII/2024,"1. Dekan Fakultas Ilmu Budaya, UGM
2. Dekan Fakultas Ilmu Pengetahuan Budaya, UI
3. Dekan Fakultas Ilmu Budaya, UnHas","2633/UN1.FIB/Sek.Dek/2024
        /PKS/FIB/UI/2024
3943/UN4.9/HK.07.00/2024",3,8/29/2024,8/29/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1Y6aMl450sZRyCOcuYVomtLfFxPVbvLEo/view?usp=sharing
2024,Universitas,Universitas Padjadjaran,Kesepakatan Bersama,MKP,09/MEN-KP/KB/III/2024,Rektor Universitas Padjadjaran,152/UN6.RKT/HK.07.00/2024 - MOU,3,3/5/2024,3/5/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1SBEITyM1nz3wdjzFPKR2b7p5u4C-X9oq/view?usp=drive_link
2025,Swasta,PT. Jatim Grha Utama,Perjanjian Kerja Sama,Sekjen KKP,01/SJ/KKP/PKS/V/2013,Direktur PT JGU,01/JGU/NK/V..2013,30,07/04/2025,07/04/2055,Berlaku,Dokumen,https://drive.google.com/file/d/11MoEF9t_a8KuUAE1tINpYOx7I_wq0SoT/view?usp=drive_link
2025,Universitas,Institut Teknologi Bandung,Kesepakatan Bersama,MKP,10/MEN-KP/KB/XI/2025,Rektor ITB,85/IT1.A/KS.00/2025,5,11/28/2025,11/28/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1Be8XDkcHQfNkF0GMRfjZgO_56e-Fvg_u/view?usp=drive_link
2025,K/L,Kementerian Imigrasi dan Pemasyarakatan ,Nota Kesepahaman,Menteri Imigrasi dan Pemasyarkatan,MIP-HK.01.05-82 TAHUN 2025,MKP,08/MEN-KP/NK/XI/2025,5,11/05/2025,11/05/2030,Berlaku,Dokumen,https://drive.google.com/file/d/14gosnafOvjxiJCiYE0FD_iV198DSNeI7/view?usp=drive_link
2025,K/L,Kementerian Hukum,Nota Kesepahaman,Menteri Hukum,M.HH-31.HH.04.05 Tahun 2025,MKP,07/MEN-KP/NK/IX/2025,5,09/11/2025,09/11/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1pHy-anVrzOQVGe3J7jW-ualmhEIcXgOd/view?usp=drive_link
2025,K/L,Kementerian Agama,Nota Kesepahaman,Menteri Agama,Nomor 23 Tahun 2025,MKP,06/MEN-KP/NK/VIII/2025,5,08/19/2025,08/19/2030,Berlaku,Dokumen,https://drive.google.com/file/d/12iVcE-__vZh_bENOSeHmbYz0V7RQWN71/view?usp=drive_link
2025,Ormas,Asosiasi Pengusaha Bumiputera Nusantara Indonesia,Nota Kesepahaman,Sekjen KKP,05/MEN-KP/NK/VIII/2025,Ketua Umum Asosiasi,68/DPP/ASPRINDO/VII/2025,5,08/08/2025,08/08/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1eACYiceIFGHBYCViN19AcHk5Etr0IHPL/view?usp=drive_link
2025,K/L,Kementerian Pekerjaan Umum,Kesepakatan Bersama,MKP,04/MEN-KP/KB/VIII/2025,Menteri Pekerjaan Umum,11/PKS/M/2025,5,08/06/2025,08/06/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1Hs47H14835DeKXl02dWZmPNieEojHgu1/view?usp=drive_link
2025,Pemda,Pemprov DKI,Nota Kesepakatan,MKP,04/MEN-KP/NK/VIII/2025,Gubernur DKI,22 TAHUN 2025,5,08/06/2025,08/06/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1UtW3BKaKvP69DKu12O52W8IHXs5YS66t/view?usp=drive_link
2025,K/L,Direktorat Jenderal Anggaran,Perjanjian Kerja Sama,Direktur Jenderal Anggaran,PRJ-1/AG/2025,Sekjen KKP,03/SJ/KKP/PKS/VII/2025,5,07/15/2025,07/15/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1c_i6-xoWkdwnKsL2gcxTZl-5IhYwQjbw/view?usp=drive_link
2025,Pemda,Pemkab Indramayu,Nota Kesepakatan,Dirjen PB,01/DJPB/KKP/NK/VI/2025,Bupati Indramayu,100.3.7.1/NK.02/TAPEM/2025,5,06/28/2025,06/28/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1h0sJ4g4k8V8Vq63kkpeo5Hakwiwpepn5/view?usp=drive_link
2025,Pemda,Pemkab Subang,Nota Kesepakatan,Dirjen PB,03/DJPB/KKP/NK/VI/2025,Bupati Subang,Hm.03/NK.40-KSD/2025,5,06/27/2025,06/27/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1f1YgU1Hh81WXEggwuCF4ZM8_fgIg7sy0/view?usp=drive_link
2025,Pemda,Pemkab Karawang,Nota Kesepakatan,Dirjen PB,02/DJPB/KKP/NK/VI/2025,Bupati Karawang,100.2.2/1618/KD,5,06/26/2025,06/26/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1inYJlnvmi20SrNJ9p2Tb482pvMnJhM7X/view?usp=drive_link
2025,Pemda,Pemprov Jawa Barat,Nota Kesepakatan,MKP,02/MEN-KP/NK/VI/2025,Gubernur Jawa Barat,36/DG.02.02.01/PEMOTDA,5,06/25/2025,06/25/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1O9mwuTVFIbdayhljTrIDYRkgosvlfbpr/view?usp=drive_link
2025,Pemda,Pemkab Bekasi,Nota Kesepakatan,Dirjen PB,04/DJPB/KKP/NK/VI/2025,Bupati Bekasi,100.3.7.1/91/DISKAN/2025,5,06/25/2025,06/25/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1yFOr8phQ1yoq8u_Pc9Q06SbaetUcS2PL/view?usp=drive_link
2025,Ormas,Perkumpulan Prakarsa Laut Berkelanjutan dan Berkeadilan Indonesia,Nota Kesepahaman,Sekjen KKP,03/MEN-KP/NK/VI/2025,CEO Perkumpulan Prakarsa Laut Berkelanjutan dan Berkeadilan Indonesia,LEM.003.05/IOJI/VI/2025,5,06/05/2025,05/06/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1wgtaZgmqkkGFrZrr5AaDMBk-XAY7yHQ6/view?usp=drive_link
2025,K/L,Kementerian Pemberdayaan Perempuan dan Perlindungan Anak,Kesepakatan Bersama,MKP,02/MEN-KP/KB/IV/2025,Menteri KPPPA,022/Men/KL.01/04/2025,5,04/21/2025,04/21/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1u5MneTNMfSlymbAV5lcyUzuXqt0pfbf7/view?usp=drive_link
